ts,spot_close,spot_high,spot_low,call_close,call_high,call_low,poly_quote_ts,p_poly,poly_stale_sec,rv_ann,dt,tau_poly,tau_call,sigma_hat,se_sigma,sigma_source,p_fair,dpfair_dsigma,var_pfair,se_pfair,se_poly_discrete,se_D_delta,D,TF_t,CI_adj_lo,CI_adj_hi,market_id,market_label,deribit_call
1680073200,1806.45,1813.7,1804.3,0.0645,0.0645,0.0645,1679666400.0,0.99,406800.0,0.6462034261838803,2023-03-29 07:00:00+00:00,0.00022831050228310502,0.00022831050228310502,4.2008929290555415,0.17444914138677875,iv_bisect,0.8225759342251132,-0.06119880019405296,0.00011397864461694123,0.010676078147753567,0.0002886751345948129,0.010679980241099446,0.16742406577488678,0.0078,0.7938508210555162,0.8513010473947102,249345,"ETH above $1,700 on March 24",ETH-24MAR23-1700-C
1680080400,1816.0,1827.1,1815.95,0.0645,0.0645,0.0645,1679666400.0,0.99,414000.0,0.6495107955175841,2023-03-29 09:00:00+00:00,0.00022831050228310502,0.00022831050228310502,2.5150854665078217,0.5001705492654471,iv_bisect,0.9571095463061148,-0.06365990782345174,0.0010138372491014936,0.03184081106224359,0.0002886751345948129,0.03184211962848621,0.03289045369388521,0.0078,0.8869015566241173,1.0273175359881122,249345,"ETH above $1,700 on March 24",ETH-24MAR23-1700-C
1680084000,1812.9,1819.25,1809.5,0.0645,0.0645,0.0645,1679666400.0,0.99,417600.0,0.649548022652938,2023-03-29 10:00:00+00:00,0.00022831050228310502,0.00022831050228310502,3.2874409087933607,0.25553850195116773,iv_bisect,0.8979172820152999,-0.07150166287943559,0.000333845074553273,0.018271427819228386,0.0002886751345948129,0.018273708104449036,0.09208271798470014,0.0078,0.8543052834896122,0.9415292805409875,249345,"ETH above $1,700 on March 24",ETH-24MAR23-1700-C
1680087600,1812.35,1813.45,1806.2,0.0645,0.0645,0.0645,1679666400.0,0.99,421200.0,0.6493142044714407,2023-03-29 11:00:00+00:00,0.00022831050228310502,0.00022831050228310502,3.3854128674663606,0.24177206201740925,iv_bisect,0.8898324833086853,-0.07099185838108565,0.0002945976777291847,0.017163847987242974,0.0002886751345948129,0.01716627539865646,0.10016751669131474,0.0078,0.848391341253689,0.9312736253636815,249345,"ETH above $1,700 on March 24",ETH-24MAR23-1700-C
1680091200,1812.7,1814.35,1803.35,0.0645,0.0645,0.0645,1679666400.0,0.99,424800.0,0.6480726549765703,2023-03-29 12:00:00+00:00,0.00022831050228310502,0.00022831050228310502,3.32379654015109,0.250205062192774,iv_bisect,0.8949229859216467,-0.07133882559553167,0.00031859877046938666,0.01784933529488946,0.0002886751345948129,0.01785166949623256,0.09507701407835334,0.0078,0.8521382887436633,0.93770768309963,249345,"ETH above $1,700 on March 24",ETH-24MAR23-1700-C
1680094800,1811.0,1816.25,1805.65,0.0645,0.0645,0.0645,1679666400.0,0.99,428400.0,0.6480811109889502,2023-03-29 13:00:00+00:00,0.00022831050228310502,0.00022831050228310502,3.6035989585839214,0.2169674023508808,iv_bisect,0.8717180467160064,-0.06915648211329158,0.0002251410905068165,0.015004702279846025,0.0002886751345948129,0.015007478930191767,0.1182819532839936,0.0078,0.8345088302475081,0.9089272631845047,249345,"ETH above $1,700 on March 24",ETH-24MAR23-1700-C
1680098400,1797.45,1817.3,1793.3,0.0645,0.0645,0.0645,1679666400.0,0.99,432000.0,0.6502169104131145,2023-03-29 14:00:00+00:00,0.00022831050228310502,0.00022831050228310502,5.097869864830747,0.14307584793610467,iv_bisect,0.7534012535869848,-0.04717012757600995,4.5547732199425646e-05,0.006748906000191857,0.0002886751345948129,0.006755077019010144,0.23659874641301515,0.0078,0.7323733978266088,0.7744291093473609,249345,"ETH above $1,700 on March 24",ETH-24MAR23-1700-C
1680102000,1809.0,1811.0,1795.0,0.0645,0.0645,0.0645,1679666400.0,0.99,435600.0,0.651674551852266,2023-03-29 15:00:00+00:00,0.00022831050228310502,0.00022831050228310502,3.886191166835875,0.193363741553173,iv_bisect,0.8482881540099516,-0.0657607508363986,0.0001616901665580709,0.012715744829071984,0.0002886751345948129,0.012719021184486022,0.14171184599004838,0.0078,0.8155652941449705,0.8810110138749327,249345,"ETH above $1,700 on March 24",ETH-24MAR23-1700-C
1680105600,1794.05,1809.4,1793.3,0.0645,0.0645,0.0645,1679666400.0,0.99,439200.0,0.654339280730603,2023-03-29 16:00:00+00:00,0.00022831050228310502,0.00022831050228310502,5.386622357760071,0.13693725414401384,iv_bisect,0.7326974773646395,-0.04289756051841521,3.45070967525669e-05,0.005874274146868437,0.0002886751345948129,0.005881362944581829,0.25730252263536046,0.0078,0.7133839000367773,0.7520110546925017,249345,"ETH above $1,700 on March 24",ETH-24MAR23-1700-C
1680109200,1799.7,1804.85,1793.5,0.0645,0.0645,0.0645,1679666400.0,0.99,442800.0,0.6514472401186054,2023-03-29 17:00:00+00:00,0.00022831050228310502,0.00022831050228310502,4.894811795922369,0.14826742745246868,iv_bisect,0.7684355116565172,-0.05029342553662657,5.560501193979198e-05,0.007456876822087916,0.0002886751345948129,0.00746246241351508,0.22156448834348275,0.0078,0.7460200330852249,0.7908509902278096,249345,"ETH above $1,700 on March 24",ETH-24MAR23-1700-C
